64661; -185; -39; -978
64671; -195; -47; -975
64681; -202; -43; -971
64691; -209; -24; -936
64701; -225; -28; -947
64711; -239; -18; -954
64721; -241; -27; -962
64731; -245; -27; -949
64741; -247; -25; -945
64751; -252; -26; -934
64761; -252; -27; -950
64771; -263; -41; -960
64781; -268; -36; -950
64791; -277; -40; -941
64801; -290; -27; -933
64811; -291; -26; -926
64821; -300; -40; -930
64831; -304; -39; -942
64841; -312; -42; -937
64851; -318; -38; -940
64861; -330; -40; -925
64871; -327; -35; -914
64881; -343; -39; -914
64891; -340; -33; -916
64901; -346; -39; -923
64911; -345; -39; -927
64921; -348; -39; -922
64931; -355; -41; -916
64941; -361; -41; -912
64951; -369; -35; -911
64961; -372; -36; -911
64971; -371; -37; -907
64981; -370; -43; -907
64991; -375; -44; -916
65001; -380; -41; -908
65011; -383; -38; -905
65021; -387; -31; -895
65031; -386; -38; -901
65041; -378; -42; -914
65051; -372; -44; -916
65061; -371; -45; -916
65071; -372; -42; -909
65081; -378; -16; -981
65091; -370; -52; -898
65101; -393; -61; -909
65111; -377; -42; -894
65121; -363; -11; -955
65131; -371; -41; -913
65141; -366; -3; -896
65151; -363; -46; -902
65161; -363; -41; -911
65171; -362; -56; -905
65181; -362; -15; -917
65191; -371; -37; -895
65201; -371; -30; -902
65211; -369; -26; -910
65221; -363; -54; -914
65231; -359; -43; -918
65241; -359; -39; -902
65251; -362; -38; -924
65261; -371; -40; -908
65271; -374; -31; -898
65281; -377; -49; -907
65291; -372; -35; -913
65301; -369; -37; -914
65311; -369; -45; -915
65321; -369; -44; -909
65331; -368; -40; -912
65341; -369; -45; -916
65351; -369; -40; -909
65361; -372; -31; -916
65371; -375; -41; -914
65381; -375; -43; -910
65391; -368; -36; -906
65401; -368; -38; -908
65411; -372; -41; -904
65421; -365; -35; -907
65431; -367; -42; -919
65441; -365; -43; -914
65451; -372; -36; -914
65461; -373; -34; -912
65471; -372; -42; -912
65481; -367; -39; -904
65491; -370; -38; -905
65501; -371; -42; -915
65511; -370; -36; -905
65521; -372; -39; -906
65531; -371; -40; -907
65541; -367; -40; -918
65551; -370; -31; -913
65561; -368; -40; -911
65571; -367; -37; -908
65581; -368; -39; -915
65591; -369; -44; -921
65601; -370; -37; -912
65611; -368; -41; -912
65621; -371; -41; -909
65631; -373; -43; -908
65641; -374; -36; -909
65651; -374; -39; -909
65661; -371; -35; -912
65671; -367; -38; -905
65681; -366; -41; -908
65691; -367; -41; -912
65701; -368; -41; -913
65711; -372; -41; -917
65721; -374; -34; -903
65731; -373; -41; -910
65741; -371; -34; -914
65751; -369; -43; -911
65761; -369; -36; -908
65771; -369; -41; -905
65781; -373; -43; -911
65791; -369; -37; -916
65801; -369; -42; -919
65811; -366; -41; -915
65821; -366; -35; -908
65831; -374; -39; -904
65841; -369; -34; -909
65851; -371; -39; -911
65861; -366; -38; -920
65871; -367; -41; -914
65881; -371; -41; -910
65891; -366; -37; -906
65901; -369; -41; -913
65911; -371; -41; -914
65921; -371; -42; -915
65931; -368; -37; -910
